word1,word2,num_paths,word_count_wiwj,degree_wiwj,degree_centrality_wiwj,closeness_centrality_wiwj,betweenness_wiwj,betweenness_centrality_wiwj,eigenvector_centrality_wiwj,clustering_coefficient_wiwj,preferential_attachment,shortest_path_length,word_count_i,degree_i,degree_centrality_i,closeness_centrality_i,betweenness_i,betweenness_centrality_i,eigenvector_centrality_i,clustering_coefficient_i,word_count_j,degree_j,degree_centrality_j,closeness_centrality_j,betweenness_j,betweenness_centrality_j,eigenvector_centrality_j,clustering_coefficient_j
公民,学生,83809,5,21,0.000620274,0.147287091,0,0,0.009917889,0.476190476,21,2,1,3,0.016304348,0.377823409,0,0,0.082383554,1,5,7,0.038043478,0.389830508,67.50793651,0.004009737,0.120386761,0.476190476
公民,教师,90183,4,18,0.000531664,0.134727727,0,0,0.00776903,0.466666667,18,3,1,3,0.016304348,0.377823409,0,0,0.082383554,1,4,6,0.032608696,0.356589147,41.83174603,0.002484661,0.094303171,0.466666667
公民,青年,51645,22,63,0.001860822,0.163191331,0,0,0.015271569,0.080952381,63,1,1,3,0.016304348,0.377823409,0,0,0.082383554,1,22,21,0.114130435,0.431924883,1845.398413,0.109610264,0.185371569,0.080952381
国家,植物,57212,1694,910,0.026878544,0.233341604,16945916.07,0.059784309,0.065598518,0.0034235,910,1,77,65,0.35326087,0.542772861,8753.294444,0.519915327,0.483817032,0.034615385,22,14,0.076086957,0.429906542,1935.947222,0.11498855,0.135585383,0.098901099
植物,花朵,75153,1694,784,0.0231569,0.21912134,12749464.68,0.044979447,0.057032928,0.004174397,784,1,22,14,0.076086957,0.429906542,1935.947222,0.11498855,0.135585383,0.098901099,77,56,0.304347826,0.509695291,6585.646825,0.391164577,0.420642156,0.042207792
园丁,植物,121926,154,126,0.003721645,0.178159468,1183669.629,0.004175925,0.020781738,0.035714286,126,2,7,9,0.048913043,0.414414414,611.4162698,0.036316006,0.153274176,0.361111111,22,14,0.076086957,0.429906542,1935.947222,0.11498855,0.135585383,0.098901099
学生,植物,114608,110,98,0.002894612,0.167590686,130691.8022,0.000461074,0.016322685,0.047095761,98,2,5,7,0.038043478,0.389830508,67.50793651,0.004009737,0.120386761,0.476190476,22,14,0.076086957,0.429906542,1935.947222,0.11498855,0.135585383,0.098901099
教师,植物,122169,88,84,0.002481096,0.153300007,80984.05253,0.000285708,0.012786132,0.046153846,84,2,4,6,0.032608696,0.356589147,41.83174603,0.002484661,0.094303171,0.466666667,22,14,0.076086957,0.429906542,1935.947222,0.11498855,0.135585383,0.098901099
植物,青年,124155,484,294,0.008683837,0.185687333,3572593.931,0.012603925,0.025133675,0.008006279,294,2,22,14,0.076086957,0.429906542,1935.947222,0.11498855,0.135585383,0.098901099,22,21,0.114130435,0.431924883,1845.398413,0.109610264,0.185371569,0.080952381
公民,植物,65834,22,42,0.001240548,0.162428755,0,0,0.011170006,0.098901099,42,2,1,3,0.016304348,0.377823409,0,0,0.082383554,1,22,14,0.076086957,0.429906542,1935.947222,0.11498855,0.135585383,0.098901099
光合作用,国家,31524,77,195,0.005759688,0.164530818,90013.04454,0.000317561,0.007995443,0,195,2,1,3,0.016304348,0.303130148,10.28333333,0.000610794,0.016525758,0,77,65,0.35326087,0.542772861,8753.294444,0.519915327,0.483817032,0.034615385
光合作用,花朵,40727,77,168,0.004962193,0.154504009,67722.40152,0.000238921,0.00695143,0,168,2,1,3,0.016304348,0.303130148,10.28333333,0.000610794,0.016525758,0,77,56,0.304347826,0.509695291,6585.646825,0.391164577,0.420642156,0.042207792
光合作用,园丁,47595,7,27,0.000797495,0.125621503,6287.397308,2.22E-05,0.002532972,0,27,3,1,3,0.016304348,0.303130148,10.28333333,0.000610794,0.016525758,0,7,9,0.048913043,0.414414414,611.4162698,0.036316006,0.153274176,0.361111111
光合作用,学生,45561,5,21,0.000620274,0.11816938,694.2066138,2.45E-06,0.001989482,0,21,3,1,3,0.016304348,0.303130148,10.28333333,0.000610794,0.016525758,0,5,7,0.038043478,0.389830508,67.50793651,0.004009737,0.120386761,0.476190476
光合作用,教师,46785,4,18,0.000531664,0.108092921,430.1697884,1.52E-06,0.001558431,0,18,3,1,3,0.016304348,0.303130148,10.28333333,0.000610794,0.016525758,0,4,6,0.032608696,0.356589147,41.83174603,0.002484661,0.094303171,0.466666667
光合作用,青年,50960,22,63,0.001860822,0.130929454,18976.84701,6.69E-05,0.003063406,0,63,3,1,3,0.016304348,0.303130148,10.28333333,0.000610794,0.016525758,0,22,21,0.114130435,0.431924883,1845.398413,0.109610264,0.185371569,0.080952381
光合作用,公民,23667,1,9,0.000265832,0.114529666,0,0,0.001361451,0,9,3,1,3,0.016304348,0.303130148,10.28333333,0.000610794,0.016525758,0,1,3,0.016304348,0.377823409,0,0,0.082383554,1
光合作用,植物,10657,22,42,0.001240548,0.130317634,19907.9906,7.02E-05,0.002240651,0,42,1,1,3,0.016304348,0.303130148,10.28333333,0.000610794,0.016525758,0,22,14,0.076086957,0.429906542,1935.947222,0.11498855,0.135585383,0.098901099
人类,国家,49568,1617,1820,0.053757089,0.252835966,26378365.43,0.0930615,0.122622518,0.003021978,1820,1,21,28,0.152173913,0.465822785,3013.535714,0.178993568,0.253448122,0.087301587,77,65,0.35326087,0.542772861,8753.294444,0.519915327,0.483817032,0.034615385
人类,花朵,63615,1617,1568,0.0463138,0.23742768,19846081.91,0.070015943,0.106610964,0.003684807,1568,1,21,28,0.152173913,0.465822785,3013.535714,0.178993568,0.253448122,0.087301587,77,56,0.304347826,0.509695291,6585.646825,0.391164577,0.420642156,0.042207792
人类,园丁,118203,147,252,0.007443289,0.193043677,1842524.765,0.006500331,0.038847052,0.031525573,252,1,21,28,0.152173913,0.465822785,3013.535714,0.178993568,0.253448122,0.087301587,7,9,0.048913043,0.414414414,611.4162698,0.036316006,0.153274176,0.361111111
人类,学生,136147,105,196,0.005789225,0.181591933,203437.5777,0.000717717,0.030511799,0.041572184,196,2,21,28,0.152173913,0.465822785,3013.535714,0.178993568,0.253448122,0.087301587,5,7,0.038043478,0.389830508,67.50793651,0.004009737,0.120386761,0.476190476
人类,教师,140194,84,168,0.004962193,0.16610735,126061.4607,0.000444738,0.023900962,0.040740741,168,2,21,28,0.152173913,0.465822785,3013.535714,0.178993568,0.253448122,0.087301587,4,6,0.032608696,0.356589147,41.83174603,0.002484661,0.094303171,0.466666667
人类,青年,120563,462,588,0.017367675,0.201200452,5561174.024,0.019619532,0.046982076,0.007067271,588,1,21,28,0.152173913,0.465822785,3013.535714,0.178993568,0.253448122,0.087301587,22,21,0.114130435,0.431924883,1845.398413,0.109610264,0.185371569,0.080952381
人类,公民,52144,21,84,0.002481096,0.175998752,0,0,0.020879957,0.087301587,84,1,21,28,0.152173913,0.465822785,3013.535714,0.178993568,0.253448122,0.087301587,1,3,0.016304348,0.377823409,0,0,0.082383554,1
人类,植物,67597,462,392,0.01157845,0.200260263,5834046.095,0.020582211,0.034363861,0.008634223,392,1,21,28,0.152173913,0.465822785,3013.535714,0.178993568,0.253448122,0.087301587,22,14,0.076086957,0.429906542,1935.947222,0.11498855,0.135585383,0.098901099
人类,光合作用,21720,21,84,0.002481096,0.14120493,30989.19226,0.000109328,0.004188422,0,84,2,21,28,0.152173913,0.465822785,3013.535714,0.178993568,0.253448122,0.087301587,1,3,0.016304348,0.303130148,10.28333333,0.000610794,0.016525758,0
国家,地球,33333,154,195,0.005759688,0.19934173,99099.79782,0.000349619,0.035371086,0.023076923,195,1,77,65,0.35326087,0.542772861,8753.294444,0.519915327,0.483817032,0.034615385,2,3,0.016304348,0.367265469,11.32142857,0.000672454,0.073108393,0.666666667
地球,花朵,48744,154,168,0.004962193,0.18719348,74558.93013,0.00026304,0.030752472,0.028138528,168,2,2,3,0.016304348,0.367265469,11.32142857,0.000672454,0.073108393,0.666666667,77,56,0.304347826,0.509695291,6585.646825,0.391164577,0.420642156,0.042207792
园丁,地球,74147,14,27,0.000797495,0.152200104,6922.105626,2.44E-05,0.011205629,0.240740741,27,2,7,9,0.048913043,0.414414414,611.4162698,0.036316006,0.153274176,0.361111111,2,3,0.016304348,0.367265469,11.32142857,0.000672454,0.073108393,0.666666667
地球,学生,74064,10,21,0.000620274,0.143171285,764.2862812,2.70E-06,0.008801283,0.317460317,21,2,2,3,0.016304348,0.367265469,11.32142857,0.000672454,0.073108393,0.666666667,5,7,0.038043478,0.389830508,67.50793651,0.004009737,0.120386761,0.476190476
地球,教师,78003,8,18,0.000531664,0.13096288,473.5951247,1.67E-06,0.006894353,0.311111111,18,3,2,3,0.016304348,0.367265469,11.32142857,0.000672454,0.073108393,0.666666667,4,6,0.032608696,0.356589147,41.83174603,0.002484661,0.094303171,0.466666667
地球,青年,75236,44,63,0.001860822,0.158631095,20892.54632,7.37E-05,0.013552218,0.053968254,63,2,2,3,0.016304348,0.367265469,11.32142857,0.000672454,0.073108393,0.666666667,22,21,0.114130435,0.431924883,1845.398413,0.109610264,0.185371569,0.080952381
公民,地球,36736,2,9,0.000265832,0.138761491,0,0,0.006022929,0.666666667,9,2,1,3,0.016304348,0.377823409,0,0,0.082383554,1,2,3,0.016304348,0.367265469,11.32142857,0.000672454,0.073108393,0.666666667
地球,植物,47687,44,42,0.001240548,0.157889828,21917.68819,7.73E-05,0.00991243,0.065934066,42,2,2,3,0.016304348,0.367265469,11.32142857,0.000672454,0.073108393,0.666666667,22,14,0.076086957,0.429906542,1935.947222,0.11498855,0.135585383,0.098901099
光合作用,地球,17513,2,9,0.000265832,0.111329236,116.4220238,4.11E-07,0.001208172,0,9,3,1,3,0.016304348,0.303130148,10.28333333,0.000610794,0.016525758,0,2,3,0.016304348,0.367265469,11.32142857,0.000672454,0.073108393,0.666666667
人类,地球,30705,42,84,0.002481096,0.171080624,34117.52934,0.000120365,0.018529185,0.058201058,84,1,21,28,0.152173913,0.465822785,3013.535714,0.178993568,0.253448122,0.087301587,2,3,0.016304348,0.367265469,11.32142857,0.000672454,0.073108393,0.666666667
国家,氧气,30482,77,195,0.005759688,0.173989907,227022.9438,0.000800925,0.012283929,0,195,2,77,65,0.35326087,0.542772861,8753.294444,0.519915327,0.483817032,0.034615385,1,3,0.016304348,0.320557491,25.93571429,0.001540491,0.025389618,0
氧气,花朵,38865,77,168,0.004962193,0.163386644,170803.4545,0.000602586,0.010679943,0,168,2,1,3,0.016304348,0.320557491,25.93571429,0.001540491,0.025389618,0,77,56,0.304347826,0.509695291,6585.646825,0.391164577,0.420642156,0.042207792
园丁,氧气,48372,7,27,0.000797495,0.132843645,15857.51768,5.59E-05,0.003891573,0,27,2,7,9,0.048913043,0.414414414,611.4162698,0.036316006,0.153274176,0.361111111,1,3,0.016304348,0.320557491,25.93571429,0.001540491,0.025389618,0
学生,氧气,50980,5,21,0.000620274,0.12496309,1750.866553,6.18E-06,0.003056574,0,21,3,5,7,0.038043478,0.389830508,67.50793651,0.004009737,0.120386761,0.476190476,1,3,0.016304348,0.320557491,25.93571429,0.001540491,0.025389618,0
教师,氧气,51802,4,18,0.000531664,0.114307322,1084.936213,3.83E-06,0.002394321,0,18,3,4,6,0.032608696,0.356589147,41.83174603,0.002484661,0.094303171,0.466666667,1,3,0.016304348,0.320557491,25.93571429,0.001540491,0.025389618,0
氧气,青年,51693,22,63,0.001860822,0.138456757,47861.72598,0.000168854,0.004706513,0,63,2,1,3,0.016304348,0.320557491,25.93571429,0.001540491,0.025389618,0,22,21,0.114130435,0.431924883,1845.398413,0.109610264,0.185371569,0.080952381
公民,氧气,22187,1,9,0.000265832,0.121114124,0,0,0.002091687,0,9,2,1,3,0.016304348,0.377823409,0,0,0.082383554,1,1,3,0.016304348,0.320557491,25.93571429,0.001540491,0.025389618,0
植物,氧气,21720,22,42,0.001240548,0.137809763,50210.17403,0.000177139,0.003442461,0,42,2,22,14,0.076086957,0.429906542,1935.947222,0.11498855,0.135585383,0.098901099,1,3,0.016304348,0.320557491,25.93571429,0.001540491,0.025389618,0
光合作用,氧气,5510,1,9,0.000265832,0.09717064,266.7055952,9.41E-07,0.000419583,0,9,1,1,3,0.016304348,0.303130148,10.28333333,0.000610794,0.016525758,0,1,3,0.016304348,0.320557491,25.93571429,0.001540491,0.025389618,0
人类,氧气,10657,21,84,0.002481096,0.149322983,78158.20128,0.000275738,0.006434951,0,84,1,21,28,0.152173913,0.465822785,3013.535714,0.178993568,0.253448122,0.087301587,1,3,0.016304348,0.320557491,25.93571429,0.001540491,0.025389618,0
地球,氧气,15168,2,9,0.000265832,0.117729697,293.6293367,1.04E-06,0.001856194,0,9,2,2,3,0.016304348,0.367265469,11.32142857,0.000672454,0.073108393,0.666666667,1,3,0.016304348,0.320557491,25.93571429,0.001540491,0.025389618,0
呼吸作用,国家,25991,77,130,0.003839792,0.163990487,32824.85417,0.000115804,0.006954056,0,130,2,1,2,0.010869565,0.302134647,3.75,0.000222737,0.014373318,0,77,65,0.35326087,0.542772861,8753.294444,0.519915327,0.483817032,0.034615385
呼吸作用,花朵,33292,77,112,0.003308129,0.153996607,24696.1756,8.71E-05,0.006046024,0,112,2,1,2,0.010869565,0.302134647,3.75,0.000222737,0.014373318,0,77,56,0.304347826,0.509695291,6585.646825,0.391164577,0.420642156,0.042207792
呼吸作用,园丁,39895,7,18,0.000531664,0.125208953,2292.811012,8.09E-06,0.002203058,0,18,3,1,2,0.010869565,0.302134647,3.75,0.000222737,0.014373318,0,7,9,0.048913043,0.414414414,611.4162698,0.036316006,0.153274176,0.361111111
呼吸作用,学生,36951,5,14,0.000413516,0.117781303,253.1547619,8.93E-07,0.001730357,0,14,3,1,2,0.010869565,0.302134647,3.75,0.000222737,0.014373318,0,5,7,0.038043478,0.389830508,67.50793651,0.004009737,0.120386761,0.476190476
呼吸作用,教师,38303,4,12,0.000354442,0.107737936,156.8690476,5.53E-07,0.001355449,0,12,3,1,2,0.010869565,0.302134647,3.75,0.000222737,0.014373318,0,4,6,0.032608696,0.356589147,41.83174603,0.002484661,0.094303171,0.466666667
呼吸作用,青年,42389,22,42,0.001240548,0.130499472,6920.244048,2.44E-05,0.002664405,0,42,3,1,2,0.010869565,0.302134647,3.75,0.000222737,0.014373318,0,22,21,0.114130435,0.431924883,1845.398413,0.109610264,0.185371569,0.080952381
公民,呼吸作用,20469,1,6,0.000177221,0.114153542,0,0,0.001184125,0,6,3,1,3,0.016304348,0.377823409,0,0,0.082383554,1,1,2,0.010869565,0.302134647,3.75,0.000222737,0.014373318,0
呼吸作用,植物,5510,22,28,0.000827032,0.129889661,7259.802083,2.56E-05,0.001948812,0,28,1,1,2,0.010869565,0.302134647,3.75,0.000222737,0.014373318,0,22,14,0.076086957,0.429906542,1935.947222,0.11498855,0.135585383,0.098901099
光合作用,呼吸作用,3306,1,6,0.000177221,0.09158612,38.5625,1.36E-07,0.00023753,0,6,2,1,3,0.016304348,0.303130148,10.28333333,0.000610794,0.016525758,0,1,2,0.010869565,0.302134647,3.75,0.000222737,0.014373318,0
人类,呼吸作用,21721,21,56,0.001654064,0.140741203,11300.75893,3.99E-05,0.00364289,0,56,2,21,28,0.152173913,0.465822785,3013.535714,0.178993568,0.253448122,0.087301587,1,2,0.010869565,0.302134647,3.75,0.000222737,0.014373318,0
呼吸作用,地球,15294,2,6,0.000177221,0.110963623,42.45535714,1.50E-07,0.00105081,0,6,3,1,2,0.010869565,0.302134647,3.75,0.000222737,0.014373318,0,2,3,0.016304348,0.367265469,11.32142857,0.000672454,0.073108393,0.666666667
呼吸作用,氧气,5510,1,6,0.000177221,0.096851524,97.25892857,3.43E-07,0.000364933,0,6,1,1,2,0.010869565,0.302134647,3.75,0.000222737,0.014373318,0,1,3,0.016304348,0.320557491,25.93571429,0.001540491,0.025389618,0
二氧化碳,国家,25895,77,130,0.003839792,0.173385775,93097.53877,0.000328443,0.011662986,0,130,2,1,2,0.010869565,0.319444444,10.63571429,0.000631725,0.024106191,0,77,65,0.35326087,0.542772861,8753.294444,0.519915327,0.483817032,0.034615385
二氧化碳,花朵,33245,77,112,0.003308129,0.162819329,70043.05802,0.000247108,0.01014008,0,112,2,1,2,0.010869565,0.319444444,10.63571429,0.000631725,0.024106191,0,77,56,0.304347826,0.509695291,6585.646825,0.391164577,0.420642156,0.042207792
二氧化碳,园丁,42306,7,18,0.000531664,0.132382382,6502.848756,2.29E-05,0.003694857,0,18,2,1,2,0.010869565,0.319444444,10.63571429,0.000631725,0.024106191,0,7,9,0.048913043,0.414414414,611.4162698,0.036316006,0.153274176,0.361111111
二氧化碳,学生,45905,5,14,0.000413516,0.12452919,717.9951247,2.53E-06,0.002902066,0,14,3,1,2,0.010869565,0.319444444,10.63571429,0.000631725,0.024106191,0,5,7,0.038043478,0.389830508,67.50793651,0.004009737,0.120386761,0.476190476
二氧化碳,教师,46557,4,12,0.000354442,0.113910422,444.9104989,1.57E-06,0.00227329,0,12,3,1,2,0.010869565,0.319444444,10.63571429,0.000631725,0.024106191,0,4,6,0.032608696,0.356589147,41.83174603,0.002484661,0.094303171,0.466666667
二氧化碳,青年,45185,22,42,0.001240548,0.137976004,19627.13026,6.92E-05,0.004468602,0,42,2,1,2,0.010869565,0.319444444,10.63571429,0.000631725,0.024106191,0,22,21,0.114130435,0.431924883,1845.398413,0.109610264,0.185371569,0.080952381
二氧化碳,公民,18899,1,6,0.000177221,0.120693589,0,0,0.001985954,0,6,2,1,2,0.010869565,0.319444444,10.63571429,0.000631725,0.024106191,0,1,3,0.016304348,0.377823409,0,0,0.082383554,1
二氧化碳,植物,21721,22,28,0.000827032,0.137331256,20590.18153,7.26E-05,0.003268447,0,28,2,1,2,0.010869565,0.319444444,10.63571429,0.000631725,0.024106191,0,22,14,0.076086957,0.429906542,1935.947222,0.11498855,0.135585383,0.098901099
二氧化碳,光合作用,5510,1,6,0.000177221,0.096833242,109.3705952,3.86E-07,0.000398373,0,6,1,1,2,0.010869565,0.319444444,10.63571429,0.000631725,0.024106191,0,1,3,0.016304348,0.303130148,10.28333333,0.000610794,0.016525758,0
二氧化碳,人类,5510,21,56,0.001654064,0.148804501,32051.10485,0.000113075,0.006109669,0,56,1,1,2,0.010869565,0.319444444,10.63571429,0.000631725,0.024106191,0,21,28,0.152173913,0.465822785,3013.535714,0.178993568,0.253448122,0.087301587
二氧化碳,地球,12624,2,6,0.000177221,0.117320914,120.4114796,4.25E-07,0.001762365,0,6,2,1,2,0.010869565,0.319444444,10.63571429,0.000631725,0.024106191,0,2,3,0.016304348,0.367265469,11.32142857,0.000672454,0.073108393,0.666666667
二氧化碳,氧气,3306,1,6,0.000177221,0.10240031,275.8448469,9.73E-07,0.000612047,0,6,2,1,2,0.010869565,0.319444444,10.63571429,0.000631725,0.024106191,0,1,3,0.016304348,0.320557491,25.93571429,0.001540491,0.025389618,0
二氧化碳,呼吸作用,5871,1,4,0.000118147,0.096515234,39.88392857,1.41E-07,0.000346486,0,4,3,1,2,0.010869565,0.319444444,10.63571429,0.000631725,0.024106191,0,1,2,0.010869565,0.302134647,3.75,0.000222737,0.014373318,0
发展,国家,8319,231,260,0.007679584,0.195440717,2133122.28,0.007525544,0.024457006,0.011538462,260,1,3,4,0.02173913,0.360078278,243.6936508,0.014474558,0.050550114,0.333333333,77,65,0.35326087,0.542772861,8753.294444,0.519915327,0.483817032,0.034615385
发展,花朵,26150,231,224,0.006616257,0.183530203,1604880.318,0.005661934,0.021263509,0.014069264,224,2,3,4,0.02173913,0.360078278,243.6936508,0.014474558,0.050550114,0.333333333,77,56,0.304347826,0.509695291,6585.646825,0.391164577,0.420642156,0.042207792
发展,园丁,40319,21,36,0.001063327,0.149221629,148998.263,0.000525658,0.007748027,0.12037037,36,2,3,4,0.02173913,0.360078278,243.6936508,0.014474558,0.050550114,0.333333333,7,9,0.048913043,0.414414414,611.4162698,0.036316006,0.153274176,0.361111111
发展,学生,34689,15,28,0.000827032,0.140369498,16451.25551,5.80E-05,0.006085565,0.158730159,28,2,3,4,0.02173913,0.360078278,243.6936508,0.014474558,0.050550114,0.333333333,5,7,0.038043478,0.389830508,67.50793651,0.004009737,0.120386761,0.476190476
发展,教师,38694,12,24,0.000708885,0.128400006,10194.13091,3.60E-05,0.004767036,0.155555556,24,3,3,4,0.02173913,0.360078278,243.6936508,0.014474558,0.050550114,0.333333333,4,6,0.032608696,0.356589147,41.83174603,0.002484661,0.094303171,0.466666667
发展,青年,26740,66,84,0.002481096,0.155526768,449711.8764,0.00158656,0.009370554,0.026984127,84,2,3,4,0.02173913,0.360078278,243.6936508,0.014474558,0.050550114,0.333333333,22,21,0.114130435,0.431924883,1845.398413,0.109610264,0.185371569,0.080952381
公民,发展,19293,3,12,0.000354442,0.136046002,0,0,0.004164498,0.333333333,12,2,1,3,0.016304348,0.377823409,0,0,0.082383554,1,3,4,0.02173913,0.360078278,243.6936508,0.014474558,0.050550114,0.333333333
发展,植物,33296,66,56,0.001654064,0.154800007,471778.0463,0.001664408,0.006853857,0.032967033,56,2,3,4,0.02173913,0.360078278,243.6936508,0.014474558,0.050550114,0.333333333,22,14,0.076086957,0.429906542,1935.947222,0.11498855,0.135585383,0.098901099
光合作用,发展,13706,3,12,0.000354442,0.109150582,2505.983042,8.84E-06,0.000835379,0,12,3,1,3,0.016304348,0.303130148,10.28333333,0.000610794,0.016525758,0,3,4,0.02173913,0.360078278,243.6936508,0.014474558,0.050550114,0.333333333
人类,发展,38564,63,112,0.003308129,0.167732666,734379.52,0.002590853,0.012811832,0.029100529,112,2,21,28,0.152173913,0.465822785,3013.535714,0.178993568,0.253448122,0.087301587,3,4,0.02173913,0.360078278,243.6936508,0.014474558,0.050550114,0.333333333
发展,地球,19083,6,12,0.000354442,0.132244318,2758.960261,9.73E-06,0.003695638,0.222222222,12,2,3,4,0.02173913,0.360078278,243.6936508,0.014474558,0.050550114,0.333333333,2,3,0.016304348,0.367265469,11.32142857,0.000672454,0.073108393,0.666666667
发展,氧气,14836,3,12,0.000354442,0.115425789,6320.3689,2.23E-05,0.001283448,0,12,3,3,4,0.02173913,0.360078278,243.6936508,0.014474558,0.050550114,0.333333333,1,3,0.016304348,0.320557491,25.93571429,0.001540491,0.025389618,0
发展,呼吸作用,11292,3,8,0.000236295,0.108792123,913.8511905,3.22E-06,0.000726573,0,8,3,3,4,0.02173913,0.360078278,243.6936508,0.014474558,0.050550114,0.333333333,1,2,0.010869565,0.302134647,3.75,0.000222737,0.014373318,0
二氧化碳,发展,13112,3,8,0.000236295,0.115025005,2591.856043,9.14E-06,0.001218571,0,8,3,1,2,0.010869565,0.319444444,10.63571429,0.000631725,0.024106191,0,3,4,0.02173913,0.360078278,243.6936508,0.014474558,0.050550114,0.333333333
